QuestionID,Question,DocumentID,DocumentTitle,SentenceID,Sentence,Label,Cosine Similarity
Q1402,who composed the Singapore national anthem,D1337,Majulah Singapura,D1337-1,"Composed by Zubir Said in 1958 as a theme song for official functions of the City Council of Singapore, the song was selected in 1959 as the island's anthem when it attained self-government .",1,0.8304547985373997
Q1404,what south dakota county is wakonda in,D1339,"Wakonda, South Dakota",D1339-0,"Wakonda is a town in Clay County , South Dakota , United States .",1,0.8451542547285166
Q1408,what are american people of japanese descent called,D1341,Japanese American,D1341-0,are American people of Japanese heritage .,1,0.21081851067789195
Q1408,what are american people of japanese descent called,D1341,Japanese American,D1341-1,"Japanese Americans have historically been among the three largest Asian American communities, but in recent decades, it has become the sixth largest group at roughly 1,304,286, including those of mixed-race or mixed-ethnicity.",1,0.20573779994945587
Q1411,when does v start,D1344,V (2009 TV series),D1344-0,"V is an American science fiction television series that ran for two seasons on ABC , from November 3, 2009 to March 15, 2011.",1,0.10814761408717503
Q1423,Who invented egg rolls,D1355,Egg roll,D1355-1,"2__Egg_roll __ Varieties of egg rolls are found in mainland China , many Chinese-speaking regions of Asia, and Chinese immigrant communities around the world.",1,0.16222142113076254
Q1424,what westerners include in pain and suffering,D1356,Pain and suffering,D1356-0,Pain and suffering is the legal term for the physical and emotional stress caused from an injury (see also pain and suffering ).,1,0.2182178902359924
Q1424,what westerners include in pain and suffering,D1356,Pain and suffering,D1356-1,"Some damages that might be under this category would be: aches, temporary and permanent limitations on activity, potential shortening of life, depression or scarring .",1,0.09901475429766744
Q1425,what is a medallion guarantee,D1357,Medallion signature guarantee,D1357-2,It is a guarantee by the transferring financial institution that the signature is genuine and the financial institution accepts liability for any forgery.,1,0.7254762501100117
Q1425,what is a medallion guarantee,D1357,Medallion signature guarantee,D1357-4,They also limit the liability of the transfer agent who accepts the certificates.,1,0.24333213169614382
Q1431,who wrote the song in the mood,D1363,In the Mood,D1363-0,In the Mood is a big band era #1 hit recorded by American bandleader Glenn Miller .,1,0.12403473458920847
Q1443,what zones are tropical,D1374,Tropics,D1374-2,The tropics is a region of the Earth surrounding the Equator .,1,0.5773502691896257
Q1449,when does air bag deploy,D1379,Airbag,D1379-2,It is an occupant restraint system consisting of a flexible fabric envelope or cushion designed to inflate rapidly during an automobile collision .,1,0
Q1452,what are some chinese inventions,D1382,List of Chinese inventions,D1382-0,"China has been the source of many inventions , including the Four Great Inventions : papermaking , the compass , gunpowder , and printing (both woodblock and movable type ).",1,0.26401000024165
Q1452,what are some chinese inventions,D1382,List of Chinese inventions,D1382-2,"The Chinese invented technologies involving mechanics , hydraulics , and mathematics applied to horology , metallurgy , astronomy , agriculture , engineering , music theory , craftsmanship , nautics , and warfare .",1,0.07352146220938077
Q1456,who sung the banana boat song,D1386,Day-O (The Banana Boat Song),D1386-0,"Day-O (The Banana Boat Song) is a traditional Jamaican mento folk song, the best-known version of which was sung by Harry Belafonte and an alternate version interspersed with another Jamaican folksong , Hill and Gully Rider, by Dame Shirley Bassey .",1,0.5695214286468868
Q1457,when did wwi begin,D557,World War I,D557-0,World War I (WWI) was a global war centred in Europe that began on 28 July 1914 and lasted until 11 November 1918.,1,0.4244373438135827
Q1459,what year did keeping up with the kardashians begin,D1388,Keeping Up with the Kardashians,D1388-0,"Keeping Up with the Kardashians (often referred to simply as The Kardashians) is an American reality television series that premiered on October 14, 2007, on E! .",1,0.4305283859114459
Q1461,what two empires fought to control afghanistan,D1390,Afghanistan,D1390-9,"In the late 19th century, Afghanistan became a buffer state in the "" Great Game "" between the British and Russian empires.",1,0.1414213562373095
Q1462,what triggered the civil war,D359,American Civil War,D359-1,"The war had its origin in the issue of slavery , especially the extension of slavery into the western territories.",1,0.22360679774997896
Q1464,what is a store confectioner,D1392,Confectionery store,D1392-1,"A confectionery store (more commonly referred to as a sweet shop in the United Kingdom, a candy store in the North America, or a lolly shop in Australia) sells confectionery and is usually targeted to children.",1,0.7838618016696205
Q1464,what is a store confectioner,D1392,Confectionery store,D1392-2,Most confectionery stores are filled with an assortment of sweets far larger than a grocer or convenience store could accommodate.,1,0.19925419255468715
Q1468,what are tires made of,D1395,Tire,D1395-3,"The materials of modern pneumatic tires are synthetic rubber , natural rubber , fabric and wire, along with carbon black and other chemical compounds.",1,0.8
Q1469,who killed general warren in bunker hill,D1396,Joseph Warren,D1396-4,"Rather than exercising his rank, Warren served in the battle as a private soldier, and was killed in combat when British troops stormed the redoubt atop Breed's Hill .",1,0
Q1472,where do women ejeculation exactly coming from,D543,Female ejaculation,D543-0,Female ejaculation is the expulsion of fluid by human females from the paraurethral ducts through and around the female urethra during or before an orgasm .,1,0.3396831102433787
Q1473,who won the women's world cup,D1399,FIFA Women's World Cup,D1399-2,Japan won the 2011 tournament in a penalty shootout.,1,0.1466471150213533
Q1484,who owns smirnoff,D1410,Smirnoff,D1410-0,Smirnoff is a brand of vodka owned and produced by the British company Diageo .,1,0.588348405414552
Q1489,who wrote serenity prayer,D1414,Serenity Prayer,D1414-0,The Serenity Prayer is the common name for an originally untitled prayer by the American theologian Reinhold Niebuhr (1892–1971).,1,0.8894991799933214
Q1490,what are the Declaration and Resolves of the First Continental Congress about,D1415,Declaration and Resolves of the First Continental Congress,D1415-0,"The Declaration and Resolves of the First Continental Congress (also known as the Declaration of Colonial Rights, or the Declaration of Rights), was a statement adopted by the First Continental Congress on October 14, 1774, in response to the Intolerable Acts passed by the British Parliament .",1,0
Q1490,what are the Declaration and Resolves of the First Continental Congress about,D1415,Declaration and Resolves of the First Continental Congress,D1415-1,"The Declaration outlined colonial objections to the Intolerable Acts, listed a colonial bill of rights , and provided a detailed list of grievances.",1,0.3689323936863109
Q1490,what are the Declaration and Resolves of the First Continental Congress about,D1415,Declaration and Resolves of the First Continental Congress,D1415-2,"It was similar to the Declaration of Rights and Grievances , passed by the Stamp Act Congress a decade earlier.",1,0.3535533905932738
Q1493,what is a bad beat in poker,D1418,Bad beat,D1418-0,"In poker , bad beat is a subjective term for a hand in which a player with what appear to be strong cards nevertheless loses.",1,0.8819171036881969
Q1495,what part of beef are rouladen cut from?,D1420,Rouladen,D1420-5,The cut is usually topside beef or silverside since this is the cheaper cut.,1,0.5345224838248488
Q1497,where does cellular respiration occur,D219,Cellular respiration,D219-1,"Cellular respiration is the set of the metabolic reactions and processes that take place in the cells of organisms to convert biochemical energy from nutrients into adenosine triphosphate (ATP), and then release waste products.",1,0.2341464528954235
Q1500,what is a lapping machine,D1424,Lapping,D1424-0,"Lapping is a machining process, in which two surfaces are rubbed together with an abrasive between them, by hand movement or by way of a machine.",1,0.6686478498357316
Q1513,what is a base SI unit,D1436,SI base unit,D1436-0,"The seven SI base units and the interdependency of their definitions: for example, to extract the definition of the metre from the speed of light , the definition of the second must be known while the ampere and candela are both dependent on the definition of energy which in turn is defined in terms of length , mass and time .",1,0.39405520311955033
Q1519,what state is area code 419,D1441,Area codes 419 and 567,D1441-0,North American telephone area codes 419 and 567 serve the northwest quadrant of the U.S. state of Ohio .,1,0.641688947919748
Q1521,what is 9/11 bombings,D160,September 11 attacks,D160-0,"The September 11 attacks (also referred to as September 11, September 11th, or 9/11) were a series of four coordinated terrorist attacks launched by the Islamic terrorist group al-Qaeda upon the United States in New York City and the Washington, D.C. area on September 11, 2001.",1,0.5274096316339225
Q1524,what are social security taxes,D1445,Social Security (United States),D1445-3,"Tax deposits are formally entrusted to the Federal Old-Age and Survivors Insurance Trust Fund, the Federal Disability Insurance Trust Fund, the Federal Hospital Insurance Trust Fund, or the Federal Supplementary Medical Insurance Trust Fund which comprise the Social Security Trust Fund .",1,0.2782074420373286
Q1527,what town is laurel hollow ny in,D1448,"Laurel Hollow, New York",D1448-0,"Laurel Hollow is a village in the Town of Oyster Bay in Nassau County, New York in the United States .",1,0.7637626158259734
Q1528,when did charles dickens live,D1449,Charles dickens,D1449-0,Charles John Huffam Dickens (; 7 February 1812 – 9 June 1870) was an English writer and social critic.,1,0.446108908109597
Q1529,when did the civil rights movement begin,D1450,Civil rights movement,D1450-1,The civil rights movement was a series of worldwide political movements for equality before the law that peaked in the 1960s.,1,0.2407717061715384
Q1530,who won fifa world cup 2010,D1361,2010 FIFA World Cup,D1361-7,"In the final, Spain , the European champions , defeated third-time finalists the Netherlands 1–0 after extra time , with Andrés Iniesta 's goal in the 116th minute giving Spain their first world title, becoming the eighth nation to win the tournament, and the first European nation to win the tournament outside its home continent.",1,0.810140446727799
Q1531,when did egg mcmuffin get invented,D1451,McMuffin,D1451-1,The Egg McMuffin is the signature breakfast sandwich; it was invented by the late McDonald's franchisee Herb Peterson in the late 1960s and was introduced nationwide in 1972.,1,0.5
Q1532,who shot john lennon?,D1452,Death of John Lennon,D1452-1,"He was shot by Mark David Chapman at the entrance of the building where he lived, The Dakota , in New York City on 8 December 1980.",1,0
Q1534,what state is new orleans in,D1454,New Orleans,D1454-0,"New Orleans ( or , locally or ; ) is a major United States port and the largest city and metropolitan area in the state of Louisiana .",1,0.2946278254943948
Q1535,what where the most important factors that led to the defeat of the democrates in 1968?,D1455,"United States presidential election, 1968",D1455-5,"It was a wrenching national experience, conducted during a year of violence that included the assassination of civil rights leader Martin Luther King, Jr. , and subsequent race riots across the nation, the assasination of Democratic presidential candidate Robert F. Kennedy , widespread opposition to the Vietnam War across university campuses, and violent confrontations between police and anti-war protesters at the 1968 Democratic National Convention as the Democratic party split again and again.",1,0.14245072057454744
Q1537,when did kurt cobain kill himself,D27,Kurt Cobain,D27-9,"On April 8, 1994, Cobain was found dead at his home in Seattle , the victim of what was officially ruled a suicide by a self-inflicted shotgun wound to the head.",1,0.3367876570272817
Q1539,what is a millwright worker,D1458,Millwright,D1458-0,A millwright is a craftsman or tradesman engaged with the construction and maintenance of machinery .,1,0.4166666666666667
Q1544,what the names of destiny's child,D1462,Destiny's Child,D1462-0,"Destiny's Child was an American R&B girl group whose final, and perhaps most recognizable, line-up comprised Beyoncé Knowles , Kelly Rowland and Michelle Williams .",1,0.8610567718228918
Q1548,who created the tourbillon movement?,D1466,Tourbillon,D1466-2,"Developed around 1795 by the French-Swiss watchmaker Abraham-Louis Breguet from an earlier idea by the English chronometer maker John Arnold , a tourbillon aims to counter the effects of gravity by mounting the escapement and balance wheel in a rotating cage, to negate the effect of gravity when the timepiece (thus the escapement) is stuck in a certain position.",1,0.7483554251115621
Q1549,what is an .msi file,D1467,Windows Installer,D1467-0,"The Windows Installer (previously known as Microsoft Installer) is a software component used for the installation, maintenance, and removal of software on modern Microsoft Windows systems.",1,0
Q1553,what is a Four Lokos,D1471,Four Loko,D1471-0,"Four Loko is a line of alcoholic beverages , originally marketed as energy drinks , sold by Phusion Projects of Chicago, Illinois .",1,0.26940795304016235
Q1555,what is a fret on a guitar,D1473,Fret,D1473-1,A fret is a raised element on the neck of a stringed instrument .,1,0.10482848367219183
Q1574,what is an agents job role in film,D1492,Talent agent,D1492-0,"A talent agent, or booking agent, is a person who finds jobs for actors , authors , film directors , musicians , models , producers, professional athletes , writers and other people in various entertainment businesses.",1,0.2222771122371935
Q1574,what is an agents job role in film,D1492,Talent agent,D1492-1,"An agent also defends, supports and promotes the interest of his/her clients.",1,0.1978141420187361
Q1575,"who discovered the 2 moons of mars,Phobos and Deimos",D1493,Moons of Mars,D1493-1,"Both satellites were discovered in 1877 by Asaph Hall and are named after the characters Phobos (panic/fear) and Deimos (terror/dread) who, in Greek mythology , accompanied their father Ares , god of war, into battle.",1,0.2919201796799047
Q1576,WHAT IS A LAW ENFORCEMENT MURDER BOOK,D1494,Murder book,D1494-0,"In law enforcement parlance, the term murder book refers to the case file of a murder investigation.",1,0.6546536707079772
Q1581,when album love always released,D1499,Love Always,D1499-0,"Love Always is the debut album of American R&B duo K-Ci & JoJo , released on June 17, 1997, by MCA Records .",1,0.14673479641335554
Q1587,who killed robert kennedy,D1505,Assassination of Robert F. Kennedy,D1505-2,"Sirhan Sirhan , a 24-year-old Palestinian / Jordanian immigrant , was convicted of Kennedy's murder and is serving a life sentence for the crime.",1,0.22941573387056174
Q1590,who owns hamburger helper,D1508,Hamburger Helper,D1508-4,It is made by General Mills .,1,0.4008918628686366
Q1591,what makes a dwarf planet,D1509,Dwarf planet,D1509-6,A dwarf planet is a planetary-mass object that is neither a planet nor a satellite .,1,0.22677868380553634
Q1593,when did jack lalanne die,D1511,Jack LaLanne,D1511-0,"Francois Henri ""Jack"" LaLanne (September 26, 1914 - January 23, 2011) was an American fitness , exercise , and nutritional expert and motivational speaker who is sometimes called ""the godfather of fitness"" and the ""first fitness superhero.""",1,0.24814583349273256
Q1598,who made the original care bears,D1516,Care Bears,D1516-0,The Care Bears are characters created by American Greetings in 1981 for use on greeting cards .,1,0.5504818825631803
Q1600,what states does interstate 70 travel through,D1518,Interstate 70,D1518-0,"Interstate 70 (I-70) is an Interstate Highway in the United States that runs from Interstate 15 near Cove Fort, Utah , to a Park and Ride near Baltimore, Maryland .",1,0.5163977794943223
Q1601,when do solar eclipses happen?,D1519,Solar eclipse,D1519-1,"As seen from the Earth , a solar eclipse occurs when the Moon passes between the Sun and Earth, and the Moon fully or partially blocks ("" occults "") the Sun.",1,0.42808634473904467
Q1604,where do mangos come from,D1522,Mango,D1522-1,"The mango is native to South Asia , from where it has been distributed worldwide to become one of the most cultivated fruits in the tropics .",1,0.10878565864408424
Q1606,what latitude is tropic of cancer,D1524,Tropic of cancer,D1524-3,It currently (Year 2013) lies at 23° 26? 15.143?? north of the Equator.,1,0.24514516892273006
Q1607,what video format will play in a DVD player,D1525,DVD-Video,D1525-1,"Discs using the DVD-Video specification require a DVD drive and an H.262/MPEG-2 Part 2 decoder (e.g., a DVD player, or a computer DVD drive with a software DVD player).",1,0.22075539284417398
Q1610,what part of the government governs the US post office?,D1528,United States Postal Service,D1528-1,"The United States Postal Service (USPS), also known as the Post Office and U.S. Mail, is an independent agency of the United States federal government responsible for providing postal service in the United States.",1,0.8660254037844387
Q1611,what state is the capital in,D1529,List of capitals in the United States,D1529-0,"Washington, D.C. has been the capital of the United States since 1800.",1,0.6735753140545634
Q1612,what are square diamonds called?,D1530,Princess cut,D1530-2,The face-up shape of the princess cut is square or rectangular and the profile or side-on shape is similar to that of an inverted pyramid with four beveled sides.,1,0.1690308509457033
Q1617,what is a dogs classification,D1535,Dog,D1535-0,"The domestic dog (Canis lupus familiaris) is a subspecies of the gray wolf (Canis lupus), a member of the Canidae family of the mammalian order Carnivora .",1,0.36288736930121157
Q1620,who owns popeyes chicken,D1537,Popeyes Louisiana Kitchen,D1537-1,"Often referred to as Popeyes and sometimes as Popeyes Chicken & Biscuits or Popeyes Chicken & Seafood, It was acquired by Sandy Springs, Georgia -based AFC Enterprises , originally America's Favorite Chicken Company, in 1993.",1,0.20033416898825335
Q1622,what nationality is wendy williams,D1539,Wendy Williams,D1539-0,"Wendy Williams Hunter (born Wendy Joan Williams; July 18, 1964) is an American media personality , actress and author.",1,0.7257747386024231
Q1624,who said give me liberty or give me death,D1541,"Give me Liberty, or give me Death!",D1541-0,"Patrick Henry ""Treason"" speech before the House of Burgesses in an 1851 painting by Peter F. Rothermel",1,0.2773500981126146
Q1624,who said give me liberty or give me death,D1541,"Give me Liberty, or give me Death!",D1541-1,"Give me liberty, or give me death! is a quotation attributed to Patrick Henry from a speech he made to the Virginia Convention .",1,0.7483314773547882
Q1626,what president was theodore roosevelt,D1543,Theodore Roosevelt,D1543-1,"Roosevelt, Jr. ( ; October 27, 1858—January 6, 1919) was the 26th President of the United States (1901–1909).",1,0.36380343755449945
Q1628,who starred in webster,D1545,Webster (TV series),D1545-2,"The show stars Emmanuel Lewis in the title role as a young boy who, after losing his parents, is adopted by his NFL -pro godfather, portrayed by Alex Karras , and his new socialite wife, played by Susan Clark .",1,0.38430756913220915
Q1639,what is adem disease,D1556,Acute disseminated encephalomyelitis,D1556-0,Acute disseminated encephalomyelitis (ADEM) is an immune mediated disease of the brain .,1,0.3965452776772877
Q1639,what is adem disease,D1556,Acute disseminated encephalomyelitis,D1556-1,"It usually occurs following a viral infection but may appear following vaccination , bacterial or parasitic infection, or even appear spontaneously.",1,0.2196873875818734
Q1648,who created bing,D1565,Bing,D1565-0,"Bing (known previously as Live Search, Windows Live Search, and MSN Search) is a web search engine (advertised as a "" decision engine "") from Microsoft .",1,0.280056016805602
Q1652,who made hubble telescope,D1569,Hubble Space Telescope,D1569-7,"The HST was built by the United States space agency NASA , with contributions from the European Space Agency , and is operated by the Space Telescope Science Institute .",1,0.2253744679276044
Q1653,what are anti inflammatories,D1570,Anti-inflammatory,D1570-0,Anti-inflammatory refers to the property of a substance or treatment that reduces inflammation .,1,0.18257418583505536
Q1659,when did andrea doria sink,D1576,SS Andrea Doria,D1576-1,"Pronounced was an ocean liner for the Italian Line (Società di navigazione Italia) home ported in Genoa , Italy, most famous for its sinking in 1956, when 52 people died (51 from immediate impact).",1,0.15384615384615385
Q1660,what are dialysis tubes,D1577,Dialysis tubing,D1577-1,Dialysis tubing is a type of semi- or partially permeable membrane tubing made from regenerated cellulose or cellophane .,1,0.3611575592573076
Q1683,what are four thirds cameras,D1599,Four Thirds system,D1599-1,The Four Thirds system is a standard created by Olympus and Kodak for digital single-lens reflex camera (DSLR) design and development.<ref name='DPReview.com 2001-02-13'>,1,0.5567022142689041
Q1691,who wrote  nature boy,D1605,Nature Boy,D1605-0,"Nature Boy is a song by Eden Ahbez , published in 1947.",1,0.47140452079103173
Q1698,when did playstation 3 first launch,D1611,PlayStation 3 launch,D1611-0,The launch of the PlayStation 3 into the Japanese market on 10 November 2006 marked the second major seventh generation entertainment system to be released.,1,0.30996520993903337
Q1701,where does ground pepper come from,D473,Black pepper,D473-0,"Black pepper (Piper nigrum) is a flowering vine in the family Piperaceae , cultivated for its fruit , which is usually dried and used as a spice and seasoning .",1,0.5863954716083737
Q1701,where does ground pepper come from,D473,Black pepper,D473-3,"Black pepper is native to south India , and is extensively cultivated there and elsewhere in tropical regions.",1,0.26352313834736496
Q1708,who wrote the song cocaine,D1619,Cocaine (song),D1619-0,"Cocaine is a song written and recorded by JJ Cale in 1976, but also known as a cover version recorded by Eric Clapton .",1,0.669438681395203
Q1710,when did pearl harbor get bombed,D1621,Attack on Pearl Harbor,D1621-0,"The attack on Pearl Harbor (called Hawaii Operation or Operation AI by the Japanese Imperial General Headquarters (Operation Z in planning) and the Battle of Pearl Harbor) was a surprise military strike conducted by the Imperial Japanese Navy against the United States naval base at Pearl Harbor , Hawaii, on the morning of December 7, 1941 (December 8 in Japan).",1,0.699205898780101
Q1713,who won season 2 of project runway,D1624,Project Runway (season 2),D1624-4,"The winning designer, Chloe Dao , received $100,000 in seed money to help launch her own line, a 2007 Saturn Sky roadster, a spread in ELLE magazine, and a mentorship with the Banana Republic Design Team.",1,0.10482848367219183
Q1715,what is a mule in coins,D1626,Mule (coin),D1626-1,"In numismatics , a mule is a coin or medal minted with obverse and reverse designs not normally seen on the same piece.",1,0.7359800721939872
Q1720,who plays mary poppins in the movie,D1630,Mary Poppins (film),D1630-0,"Mary Poppins is a 1964 musical film starring Julie Andrews , Dick Van Dyke , David Tomlinson , and Glynis Johns , produced by Walt Disney , and based on the Mary Poppins books series by P. L. Travers .",1,0.179968508266339
Q1721,what is an arc in a story plot,D1631,Story arc,D1631-0,"A story arc is an extended or continuing storyline in episodic storytelling media such as television , comic books , comic strips , boardgames , video games , and in some cases, films .",1,0.7416770790872963
Q1723,when does black friday start for christmas,D1633,Black Friday (shopping),D1633-0,"Black Friday is the day following Thanksgiving Day in the United States , often regarded as the beginning of the Christmas shopping season.",1,0.4
Q1723,when does black friday start for christmas,D1633,Black Friday (shopping),D1633-8,"This was taken to a new extreme in 2011, when several retailers (including Target , Kohl's , Macy's , Best Buy , and Bealls ) opened at midnight for the first time.",1,0.11009637651263607
Q1727,who sang what a wonderful world,D169,What a Wonderful World,D169-1,It was first recorded by Louis Armstrong and released as a single in 1967.,1,0.5345224838248488
Q1728,what month is the president inaugurated,D1637,United States presidential inauguration,D1637-3,"The day a presidential inauguration occurs is known as ""Inauguration Day"" and occurs on January 20 (or 21st if the 20th is a Sunday).",1,0.0778498944161523
Q1734,what movement was elizabeth cady stanton a part of,D1643,Elizabeth Cady Stanton,D1643-1,"Elizabeth Cady Stanton (November 12, 1815 – October 26, 1902) was an American social activist , abolitionist, and leading figure of the early women's rights movement .",1,0.5842373946721772
Q1734,what movement was elizabeth cady stanton a part of,D1643,Elizabeth Cady Stanton,D1643-2,"Her Declaration of Sentiments , presented at the first women's rights convention held in 1848 in Seneca Falls , New York , is often credited with initiating the first organized women's rights and women's suffrage movements in the United States.",1,0.33541019662496846
Q1738,what radio station are the boston bruins on?,D1647,Boston Bruins Radio Network,D1647-0,"The Boston Bruins Radio Network is a 25-station (17 A.M., 8 F.M. plus 2 F.M. translators) CBS Radio network which carries live game broadcasts of the Boston Bruins .",1,0.5673086289311754
Q1738,what radio station are the boston bruins on?,D1647,Boston Bruins Radio Network,D1647-1,"The network's flagship station is WBZ-FM /98.5- Boston, Massachusetts .",1,0.46977617561176277
Q1741,what are the characteristics of an ethnic group,D1649,Ethnic group,D1649-4,Ethnicity or ethnic group is a socially defined category based on common culture or nationality .,1,0.24174688920761409
Q1741,what are the characteristics of an ethnic group,D1649,Ethnic group,D1649-5,"Ethnicity can, but does not have to, include common ancestry , appearance , cuisine , dressing style, heritage , history , language or dialect , religion , symbols , traditions , or other cultural factor.",1,0.18394180184548975
Q1741,what are the characteristics of an ethnic group,D1649,Ethnic group,D1649-6,Ethnic identity is constantly reinforced through common characteristics which set the group apart from other groups.,1,0.24174688920761409
Q1748,what are add ons,D1655,Add-on,D1655-1,"Plug-in (computing) , a piece of software which enhances another software application and usually cannot be run independently",1,0.09962709627734358
Q1748,what are add ons,D1655,Add-on,D1655-2,"Browser extension , which modifies the interface and/or behavior of web browsers",1,0.17960530202677488
Q1748,what are add ons,D1655,Add-on,D1655-3,"Add-on (Mozilla) , a piece of software that enhances and customizes Mozilla-based applications",1,0.05415303610738823
Q1748,what are add ons,D1655,Add-on,D1655-4,"Add-ons for Firefox (addons.mozilla.org), the official Mozilla Foundation web site which serves as a repository of add-ons for Mozilla-based applications",1,0.13912166872805048
Q1748,what are add ons,D1655,Add-on,D1655-5,"Peripheral , an optional computer hardware component that significantly supplements or enhances the functionality of the original unit",1,0.05184758473652126
Q1751,what are club seats,D1658,Club seating,D1658-2,"They are usually right next to the Luxury Boxes , either right above, right below, or sandwiched between two levels of Luxury Boxes.",1,0.058025885318565944
Q1751,what are club seats,D1658,Club seating,D1658-3,"Club Level seating is considered as higher class than sitting anywhere else in the arena, but lower class compared to the Luxury Boxes.",1,0.19245008972987526
Q1766,what is a redshirt freshman football player,D1673,Redshirt (college sports),D1673-0,"In United States college athletics , redshirt is a delay or suspension of an athlete's participation in order to lengthen his or her period of eligibility.",1,0.15309310892394865
Q1768,who rules communism government,D1674,Communist state,D1674-3,It has a form of government characterized by single-party rule or dominant-party rule of a communist party (referred as Dictatorship of the Proletariat by its proponents) and a professed allegiance to a Leninist or Marxist–Leninist ideology as the guiding principle of the state.,1,0.14098147537004826
Q1776,what year did South Africa become a team in rugby,D1680,South Africa national rugby union team,D1680-10,"The side has been playing international rugby since 1891, when a British Isles side toured the nation, playing South Africa in their first Test on 30 July.",1,0.254000254000381
Q1778,what is a discipline of study,D1682,List of academic disciplines,D1682-1,"Disciplines are defined (in part), and recognized by the academic journals in which research is published, and the learned societies and academic departments or faculties to which their practitioners belong.",1,0.1767766952966369
Q1782,who did john f kennedy run against?,D660,John F. Kennedy,D660-3,Kennedy defeated Vice President and Republican candidate Richard Nixon in the 1960 U.S. presidential election .,1,0.44126130406091413
Q1783,who wrote stand by me,D1270,Stand by Me (song),D1270-0,"Stand by Me is a song originally performed by Ben E. King and written by King, Jerry Leiber , and Mike Stoller , inspired by the spiritual ""Lord Stand by Me,"" plus two lines rooted in Psalms 46:2–3.",1,0.6928203230275509
Q1784,what are metaphors used for,D1686,Metaphor,D1686-1,"A metaphor is a figure of speech that describes a subject by asserting that it is, on some point of comparison, the same as another otherwise unrelated object.",1,0.16718346377260584
Q1784,what are metaphors used for,D1686,Metaphor,D1686-2,"Metaphor is a type of analogy and is closely related to other rhetorical figures of speech that achieve their effects via association, comparison or resemblance including allegory , hyperbole , and simile .",1,0.13987572123604708
Q1788,what are the names of the ll divos,D1690,Il Divo,D1690-2,"Il Divo is a group of four male singers: French pop singer Sébastien Izambard , Spanish baritone Carlos Marín , American tenor David Miller , and Swiss tenor Urs Bühler .",1,0.6207522318391883
Q1791,where did the vietnamese settle in america,D1693,Vietnamese American,D1693-5,"More than sixty percent of Vietnamese Americans reside in the states of California , Texas , Washington , Florida , and Virginia .",1,0.42700841014689905
Q1793,when did hitler kill himself,D1695,Death of Adolf Hitler,D1695-1,Adolf Hitler committed suicide by gunshot on 30 April 1945 in his Führerbunker in Berlin.,1,0.1421338109037403
Q1796,when did world war 2 end,D1698,World War II,D1698-0,"World War II (WWII or WW2), also known as the Second World War, was a global war that lasted from 1939 to 1945.",1,0.3127716210856122
Q1797,what is a llc company?,D1699,Limited liability company,D1699-0,A limited liability company (LLC) is a flexible form of enterprise that blends elements of partnership and corporate structures.,1,0.41079191812887456
Q1797,what is a llc company?,D1699,Limited liability company,D1699-2,An LLC is a legal form of company that provides limited liability to its owners in the vast majority of United States jurisdictions.,1,0.3779644730092272
Q1798,what are k cups,D1700,K-Cup,D1700-3,"K-Cup portion packs are used with Keurig or other single cup brewing systems to brew a cup of coffee , tea , or hot chocolate .",1,0.565752381856018
Q1800,what is a chronograph watch,D1702,Chronograph,D1702-4,A chronograph is a specific type of watch that is used as a stopwatch combined with a display watch.,1,0.6255432421712243
Q1801,what is a PCI port used for,D1703,Conventional PCI,D1703-0,"Conventional PCI (PCI is an initialism formed from Peripheral Component Interconnect, part of the PCI Local Bus standard and often shortened to just PCI) is a local computer bus for attaching hardware devices in a computer .",1,0
Q1809,who invented the television,D1711,History of television,D1711-1,"The earliest proposal was in 1908, in a paper by A. A. Campbell-Swinton and postulated the use of cathode rays.",1,0.10050378152592121
Q1812,what are the side effects for lyme disease,D1714,Lyme disease,D1714-6,"Early symptoms may include fever , headache , fatigue , depression , and a characteristic circular skin rash called erythema migrans (EM).",1,0.1917412472118426
Q1812,what are the side effects for lyme disease,D1714,Lyme disease,D1714-7,"Left untreated, later symptoms may involve the joints, heart, and central nervous system .",1,0.19026059766179762
Q1818,what are a and r reps,D1720,Artists and repertoire,D1720-0,Artists and repertoire (A&R) is the division of a record label or music publishing company that is responsible for talent scouting and overseeing the artistic development of recording artists and/or songwriters.,1,0.32433748657040123
Q1819,what measurement is a furlong,D1721,Furlong,D1721-0,"A furlong is a measure of distance in imperial units and U.S. customary units equal to one-eighth of a mile , equivalent to 220 yards , 660 feet , 40 rods , or 10 chains .",1,0.9304842103984708
Q1822,where does ray lamontagne live,D1724,Ray lamontagne,D1724-4,He lives in Massachusetts with his wife and two children.,1,0.4629100498862757
Q1825,when the wind blows james patterson,D1727,When the Wind Blows (James Patterson novel),D1727-0,When the Wind Blows is a novel by James Patterson .,1,0.6546536707079772
Q1827,who made facebook,D1016,Facebook,D1016-2,"It was founded in February 2004 by Mark Zuckerberg with his college roommates and fellow Harvard University students Eduardo Saverin , Andrew McCollum , Dustin Moskovitz and Chris Hughes .",1,0.6943650748294136
Q1829,what are the catholic gifts of the holy spirit,D1730,Seven gifts of the Holy Spirit,D1730-1,"The seven gifts of the Holy Spirit is an enumeration of seven spiritual gifts originating with patristic authors, later elaborated by five intellectual virtues and four other groups of ethical characteristics.",1,0.3
